City,Date,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI
Hyderabad,2018-09-28,45.92,99.06,12.36,38.03,29.38,16.4,0.58,7.03,15.53,3.95,35.75,14.97,92
Amritsar,2019-08-07,27.95,50.61,7.85,8.96,16.73,10.06,0.5,5.53,17.22,3.35,1.13,12.05,52
Hyderabad,2017-01-25,76.94,144.81,10.14,47.79,11.21,18.46,0,9.19,58.67,0.01,0.25,0.03,149
Amritsar,2019-08-31,42.27,66.27,21.96,19.49,37.54,11.58,0.61,6.46,19.43,2.34,1.12,2,70
Delhi,2018-04-05,152.56,337.64,43.18,60.24,76.02,49.53,1.76,19.67,64.73,4.62,6.26,0,329
Visakhapatnam,2020-02-15,68.69,143.74,2.76,50.22,28.05,13.53,1.29,8.56,23.43,5.32,15.73,2.74,140
Visakhapatnam,2018-12-16,53.03,107.74,4.65,22.34,15.67,10.4,0.61,7.09,49.89,2.87,5.47,0.99,130
Kolkata,2019-09-09,18.89,33.89,4.99,15.5,20.16,14.19,0.4,4.14,25.56,16.69,12.56,1.02,49
Chandigarh,2020-01-28,40.04,89.37,15.87,17.71,21.46,70.87,0.64,7.53,10.27,5.05,0.25,0.73,142
Chandigarh,2020-05-16,20.83,58.34,2.14,12.38,8.18,41.37,0.58,12.49,36.18,2.13,0.92,1.15,60
Amaravati,2019-06-08,31.95,71.15,2.87,26.2,16.27,7.52,0.58,17.18,55.48,0.03,1.32,0.14,71
Hyderabad,2015-10-07,150.93,110.33,6.76,6.52,12.53,7.44,0.8,11.05,35.73,1.61,12.13,1.91,246
Hyderabad,2015-12-30,83.76,102.69,38.06,29.6,52.78,10.51,1.71,13.79,22.94,2.57,16,2.11,171
Hyderabad,2020-05-18,31.05,71.9,4.88,27.66,17.21,13.06,0.43,7.55,35.11,1.37,10.28,1.58,72
Amritsar,2019-08-14,23.62,49.13,12.23,9.02,21.25,10.42,0.76,5.33,10.8,2.93,1.13,2,50
Amritsar,2018-12-20,56.93,126.56,33.91,35.26,67.16,9.44,0.02,4.48,15.72,12.51,2.61,9.35,143
Chandigarh,2020-04-02,11.2,31.54,1.47,9.8,6.3,34.46,0.39,8.68,19.4,2.94,0.11,0.99,34
Amaravati,2017-12-30,56.68,109.33,4.6,33.26,21.44,16.86,0.1,8.26,66.91,0.25,3.28,0.14,120
Visakhapatnam,2020-03-11,19.9,58.97,2.12,24.48,14.45,10.97,0.79,8.65,11.43,3.59,15.3,2.01,64
Amritsar,2018-12-03,53.8,123.95,28.33,33.28,47.57,8.6,0.01,9.49,23.99,6.18,1.8,8,101
Amritsar,2018-01-02,149.97,260.76,9.53,31.25,40.78,3.93,1.74,3.12,18.93,5.17,11.12,9.71,331
Hyderabad,2016-10-24,58.23,108.26,10.82,66.72,20.79,34.59,0.3,30.29,29.52,0.08,2.06,0.31,107
Chandigarh,2020-02-29,24.21,56.88,12.13,19.64,19.59,59.45,0.63,8.1,13.73,5.02,0.15,1.2,86
Hyderabad,2015-10-24,133.6,104.98,2.98,0.85,2.7,11.17,1.05,6.64,44.17,1.26,6.9,0.62,185
Amaravati,2019-10-28,38.32,53.68,3.85,9.76,8.42,7.89,0.55,18.55,30.26,0.24,2.71,0.17,67
Visakhapatnam,2017-02-19,78.47,143.79,6.54,41.19,27.23,12.33,0.86,17.2,34.93,4.63,12.8,1.05,166
Hyderabad,2019-10-16,59.41,104.37,4.49,28.52,15.26,9.63,0.67,2.95,25.33,1.59,10.73,4.68,98
Amaravati,2018-03-17,49.58,82.95,4.98,19.05,14.27,13.47,0.7,12.47,20.32,0.09,2.18,0.22,61
Visakhapatnam,2017-01-08,57.31,92.42,26.36,51.83,42.99,11.47,1.35,3.42,56.85,7.5,9.97,9.73,108
Hyderabad,2019-02-22,44.63,107.69,4.93,43.43,26.97,14.51,0.64,5.25,29.65,1.31,6.53,1.03,94
Delhi,2015-04-30,60.56,171.42,12,43.9,48.72,29.08,7.33,12.85,60.18,2.03,6.47,2.71,259
Gurugram,2020-05-12,46.22,92.82,4.16,13.56,10.95,15.54,0.68,7.47,78.92,2.62,5.16,3.09,133
Hyderabad,2019-03-20,41.63,94.54,7.42,30.7,21.63,15.75,0.58,4.37,27.83,1.1,6,0.47,86
Hyderabad,2018-02-15,52.88,118.54,6.74,48.93,29.9,23.72,0.84,12.88,46.88,2.27,13.04,2.42,113
Amritsar,2019-08-01,23.92,45.63,8.83,10.22,17.6,10.46,0.51,21.06,11.71,3.73,1.13,5.79,47
Visakhapatnam,2018-04-21,21.74,83.35,6.69,23.61,17.99,9.78,0.59,8.98,15.06,4.52,7.78,2.59,80
Delhi,2018-12-11,274.97,461.98,93.61,68.87,124.9,58.67,2.78,15.49,41.9,8.53,59.75,3.03,464
Hyderabad,2016-04-11,46.8,100.44,7.67,34.5,28.29,18.48,1.24,3.38,44.25,0.83,4.09,1.29,99
Amritsar,2020-03-04,55.5,135.96,17.43,10.82,26.5,11.8,0.44,13.85,32.2,1.81,1.85,1.94,118
Delhi,2019-05-27,64.66,172.68,26.16,53.92,53.14,28.45,1.28,18.9,53.59,3.43,30.03,0.3,163
Delhi,2019-09-01,35.13,81.44,12.03,32.08,29.57,41.15,1.11,8.41,31.24,2.01,20.82,0.79,123
Kolkata,2019-10-05,36.38,66.53,14.07,25.99,40,11.1,0.69,5.51,28.48,22.68,19.39,2.34,72
Hyderabad,2018-02-07,56.76,135.34,22.03,72.8,56.56,24.6,0.99,13.6,39.53,6.4,35.02,7.84,125
Amaravati,2019-04-14,15.77,50.12,1.12,6.04,4.03,3.86,0.36,14.45,28.78,0.62,1.37,0.14,80
Hyderabad,2016-02-24,50.22,95.03,5.37,9.25,13.29,10.42,0.79,7.02,41.45,0.75,4.14,0.61,115
Delhi,2019-09-16,56.6,129.47,19.02,36.18,37.24,26.11,1.13,8.35,35.4,2.25,26.03,0.82,111
Visakhapatnam,2018-09-10,48.09,123.99,9.82,37.19,27.76,8.04,0.95,2.95,21.01,4.87,17.3,3.25,129
Hyderabad,2018-03-02,52.72,120.49,10.11,56.01,37.83,21.27,1.06,10.18,43.91,2.04,13.08,2.57,118
Delhi,2019-08-09,14.59,61.47,9.54,22.08,21.86,28.01,0.86,9.3,26.17,1.6,15.54,0.25,89
Kolkata,2019-11-17,91.89,178.88,67.3,53.58,119.98,27.14,1.31,13.74,34.36,29.2,54.82,4.76,207
Visakhapatnam,2020-05-18,11.18,36.23,1.47,18.69,10.97,6.78,0.11,7.87,18.33,1.51,8.55,0.88,26
Visakhapatnam,2020-05-01,11.91,48.54,2.52,16.76,10.83,8.24,0.11,7.46,28.84,2.2,7.86,0.7,56
Hyderabad,2015-11-14,61.82,99.33,11.49,15.61,24.35,9.85,1.19,13.89,33.99,1.82,13.68,2.3,131
Amritsar,2018-03-15,27.42,104.51,14.66,6.89,27.71,8.26,1.31,3.42,34.72,3.47,0.98,0.65,119
Chandigarh,2020-06-02,18.36,49,4.36,5.02,8.3,32.86,0.32,11.65,28.53,2.88,0.28,0.42,57
Hyderabad,2018-09-29,55.39,107.62,18.14,38.38,33.21,18,0.64,7.08,17.26,4.27,41.79,24.06,100
Patna,2020-05-02,15.93,30.03,118.53,15.85,90.23,8.21,0.48,10.84,41.29,0.68,1.58,0.09,140
Visakhapatnam,2018-03-12,57.28,125.83,9.02,48.37,33.06,12.37,0.73,19.82,31.2,5.77,10.27,2.7,120
Kolkata,2020-06-10,14.39,35.54,4.09,9.41,13.59,8.65,0.35,5.5,20.74,2.59,11.72,1.08,40
Visakhapatnam,2020-01-26,53.3,128.35,6.9,59.38,37.2,13.41,0.94,8.17,16.86,5.99,31.46,1.52,113
Amaravati,2019-06-21,17.9,39.22,2.87,29.14,17.92,4.79,0.57,16.39,32.98,0.18,2.02,0.15,42
Hyderabad,2020-06-02,16.47,31.29,7.23,23.75,16.75,14.73,0.33,4.36,29.86,1.01,6.05,1.83,79
Amaravati,2019-07-07,15.17,40.56,0.93,18.2,10.43,1.28,0.39,23.12,30.24,0.09,0.56,0.16,43
Hyderabad,2018-03-06,47.97,104.93,3.86,38.91,23.52,19.42,0.74,9.83,56.45,1.33,7.29,1.34,106
Patna,2019-12-29,161.92,208.07,20.62,29.77,48.57,25.25,1.42,8.13,13.67,3.2,0.87,2.85,331
Hyderabad,2018-08-22,10.33,29.62,6.19,22.71,16.5,12.65,0.29,8.08,13.14,0.35,2.27,0.18,39
Hyderabad,2018-05-12,33.05,81.54,2.75,31.04,18.58,12.1,0.64,5.79,50.32,0.61,3.26,0.95,96
Delhi,2019-02-01,178.68,265.65,23.24,50.75,48.72,49.42,1.34,17.83,33.12,4.43,26.59,0.1,329
Delhi,2015-11-03,244.78,385.66,51.06,82.74,112.71,45.66,2.09,29.19,99.91,6.91,17.35,2.55,407
Visakhapatnam,2017-12-13,80.72,149.08,37.79,41.51,52.74,15.23,1.26,7.11,36.13,4.02,8.39,2.33,169
Delhi,2015-02-24,170.16,238.33,36.04,48.4,60.78,34.14,14.17,9.28,37.39,4.28,22.47,17.65,354
Hyderabad,2019-11-20,84.11,153.06,3.88,38.32,23.25,13.49,0.69,6.29,35.3,3.6,19.66,2.09,181
Delhi,2017-10-31,211.64,323.45,65.55,53.08,75.68,64.28,1.84,19.36,65.34,3.36,11.75,0.08,366
Kolkata,2019-11-25,117.23,233.93,70.09,63.55,127.99,28.58,1.52,9.97,42.48,26.91,36.68,4.87,278
Kolkata,2019-06-19,50.99,92.07,3.23,24.86,27.94,4.01,0.52,2,42.01,20.92,7.71,3.58,95
Hyderabad,2016-01-04,134.61,109.29,9.99,15.94,24.34,10.52,1.27,9.82,34.33,1.86,9.33,2.09,177
Kolkata,2020-04-02,42.51,62.04,5.02,11.91,16.97,17.94,0.56,7.73,59.02,2.23,5.97,0.43,100
Amritsar,2018-05-17,92.14,196.87,12.58,8.35,21.02,5.07,0.63,5.91,41.86,0.99,3.05,6.26,167
Hyderabad,2020-05-16,27.65,61.38,6.83,26.37,17.99,11.9,0.46,6.32,30.88,1.88,12.68,1.25,67
Kolkata,2019-08-31,16.54,35.74,10.89,14.93,24.46,12.45,0.38,3.43,15.37,18.69,14.33,1.66,40
Delhi,2019-10-13,132.57,255.42,43.72,51.27,63.23,34.93,1.65,12.75,44.55,5.05,38.96,3.84,282
Kolkata,2020-02-26,40.94,84.42,22.93,40.31,63.34,32.19,0.51,11.03,27.21,6.73,17.84,1.77,116
Hyderabad,2018-10-01,63.16,122.8,6.21,38.16,24.9,17.1,0.5,7.78,23.41,2.92,29.8,2.79,128
Amaravati,2019-01-28,51.67,70.71,5.29,55.79,34.06,17.58,1.28,15.66,20.15,0.06,0.12,0.11,91
Delhi,2018-05-09,71.99,177.76,19.68,46.09,56.74,43.68,1.46,12.35,53.1,1.93,4.49,0,168
Delhi,2019-03-30,102.27,238.99,38.68,53.75,64.31,41.4,1.51,22.39,51.49,5.34,39.48,0.61,252
Visakhapatnam,2019-03-02,15.89,52.28,5.49,14.77,11.88,18.19,0.45,4.55,24.44,1.26,1.92,0.59,48
Hyderabad,2019-01-09,74.7,164.93,18.53,71.55,51.58,18.51,0.94,24.2,28.57,6.74,51.33,16.8,146
Gurugram,2020-04-17,28.23,79.28,5.4,12.66,9.64,37.36,0.62,12.42,73.94,7,3.69,3.2,120
Amritsar,2019-11-05,97.09,186.99,41.45,32.85,51.49,24.67,0.53,10.5,16.23,2.2,2.58,1.98,261
Kolkata,2019-06-05,27.66,47.01,4.04,18.32,19.24,5,0.39,1.7,24.38,21.83,64.98,10.19,61
Hyderabad,2019-03-19,30.77,74.26,3.75,29.56,18.12,13.61,0.58,4.31,26.68,0.91,5.9,0.55,85
Hyderabad,2019-09-16,28.23,63.7,5.04,15.93,11.68,11.85,0.38,10.36,17.92,0.3,3.66,0.41,65
Delhi,2020-02-24,70.59,145.05,29.23,44.2,51.6,33.19,1.02,15.94,33.36,2.29,20.9,0.16,169
Hyderabad,2016-01-20,75.11,102.17,6.03,12.5,17.01,10.51,1.02,8.71,19.6,1.1,5.52,0.42,128
Delhi,2019-10-18,90.41,203.39,13.39,39.62,34.81,33.94,1.14,11.36,42.7,3.47,22.11,1.4,265
Visakhapatnam,2020-06-15,24.66,100.53,3.66,37.93,22.97,9.22,0.71,7.02,28.63,3.13,6.12,1.51,92
Hyderabad,2018-01-09,77.65,160.44,6.41,53.96,33.53,22.57,0.95,10.51,57.35,2.65,11.99,2.85,160
Delhi,2018-08-02,71.5,268.29,20.56,25.2,32.61,36.33,0.86,10.22,29.3,1.47,23.26,0.31,215
Patna,2020-05-29,27.04,77.1,15.25,11.81,13.18,6.03,0.44,7.47,40.16,1.53,5.97,1.74,95
Amritsar,2018-07-17,22.09,41.49,10.07,9.35,16.76,7.6,0,2.67,34.97,1.92,1.31,4.28,49
Hyderabad,2016-12-07,58.07,91.26,10.79,58.31,9.62,28.78,0.32,44.6,47.96,0.01,0.13,0.08,109
Visakhapatnam,2018-04-27,16.34,52.24,7.04,18.01,15.3,11.11,0.38,10.65,15.38,3.83,8.56,1.97,77
Amaravati,2020-03-31,29.86,55.8,1.39,4.52,3.54,8.81,0.28,23.12,44.17,0.08,0.33,0.1,69
Visakhapatnam,2019-02-19,33.27,71.67,6.19,20.37,15.87,8.37,0.68,4.56,15.31,1.43,1.73,0.41,84
Chandigarh,2019-10-08,43.67,104.59,10.14,4.64,10.57,5.99,0.61,12.42,13.96,4.7,0.92,1.96,106
Delhi,2020-02-26,141.81,258.62,56.86,50.67,78.58,42.7,1.54,17.61,38.64,4.71,31.45,1.53,303
Hyderabad,2020-02-11,42.7,80,11.16,29.93,23.38,15.85,0.49,4.72,30.41,0.16,0.9,0.01,75
Amritsar,2018-02-06,48.6,136.91,28.66,49.52,82.69,4.74,0.63,2.82,13.82,11.9,7.85,6.61,130
Hyderabad,2018-02-23,56.99,125.93,5.72,48,30,18.56,0.85,8.18,48.94,1.94,10.21,2.22,123
Delhi,2018-11-24,107.73,223.33,26.91,46.57,50.88,36.97,1.34,15.12,37.48,3.33,30.31,0.99,296
Kolkata,2020-04-18,18.37,39.71,3.94,8.91,12.9,12.76,0.36,8.1,32.05,1.21,5.94,0.32,48
Visakhapatnam,2019-11-07,97.75,153.08,6.25,49.32,31.31,12.77,0.95,31.16,63.15,5.23,11.69,2.42,275
Delhi,2019-11-08,154.14,253.44,51.48,52.79,73.74,38.97,1.68,14.04,32.33,5.58,47.09,1.01,346
Hyderabad,2018-07-08,19.92,45.9,4.05,25.11,16.11,27.07,0.28,5.61,20.17,0.78,4.73,2.41,62
Amaravati,2019-01-31,84.99,137.17,5.14,71.78,42.43,12.16,1.39,15.58,47.94,0.07,0.14,0.1,143
Delhi,2020-03-17,69.7,160.15,26.05,43.5,48.87,32.31,1,15.06,40.59,2.65,20.92,2.99,164
Delhi,2017-10-23,163.35,242.73,89.4,64.25,63.05,48.44,1.45,27.79,52.91,1.16,4.65,0.09,327
Delhi,2018-12-31,319.69,494.51,105.28,70.54,133.87,56,2.7,17.38,41.44,9.1,59.74,2.53,509
Kolkata,2019-06-22,19.23,36.22,11.63,16.82,28.31,8.33,0.39,1.72,23.86,45.57,7.45,3.23,46
Patna,2019-12-25,151.31,198.02,21.11,31.33,43.25,49.83,1.47,8.33,14.76,2.84,1.49,4.32,336
Kolkata,2019-08-06,25.88,45.47,15.26,24.85,40.29,12.46,0.6,3.4,13.95,14.78,12.3,3.16,65
Amritsar,2017-12-04,108.22,214.5,47.23,7.36,54.59,2.19,1.48,4.54,18.64,5.09,9.61,16.63,266
Delhi,2020-03-09,58.04,133.75,18.86,32.29,34.79,29.29,0.75,13.33,34.54,1.91,17.48,0.33,138
Hyderabad,2016-12-18,54.74,94.68,11.85,62.77,12.93,36.11,0.33,38.49,40.87,0.07,1.32,0.46,96
Delhi,2015-02-06,151.6,330.99,46.66,67,84.76,63.45,5.51,9.13,33.92,9.46,19.7,9.77,303
Amritsar,2019-12-29,80.8,107.95,10.05,10.88,19.25,5.15,0.75,10.01,66.7,1.62,1.62,1.98,193
Hyderabad,2016-12-06,65.98,100.21,9.11,43.82,11.8,27.81,0.46,39.34,62.06,0.02,0.22,0.05,115
Amritsar,2020-02-25,58.55,134.7,19.04,13.05,29.17,12.23,0.76,9.63,32.13,1.8,1.93,2,121
Delhi,2015-01-31,158.59,207.06,30.67,41.36,57.77,67.66,8.7,5.03,17.51,4.36,8.98,2.54,334
Delhi,2018-10-13,132.93,264.13,54.11,49.89,68.66,33.8,1.41,17.91,42,5.82,56.08,1.96,264
Amaravati,2018-11-18,19.48,46.57,14.56,35.92,30.95,10.76,0.84,7.49,15.47,0.01,0.07,0.1,56
Delhi,2019-04-29,84.04,274.83,33.17,52.04,53.91,27.82,1.33,23.71,50.32,4.05,31.9,0.85,256
Patna,2020-05-28,20.98,92.4,9.77,10.58,11.81,5.77,0.38,8.5,47.9,1.14,7.57,1.36,121
Delhi,2019-08-29,33.92,90.29,11.52,30.6,27.72,32.6,0.93,8.24,30.97,1.88,15.84,0.44,103
Amritsar,2020-04-17,17.45,38.01,18.7,11.4,28.05,12.66,0.7,7.76,42.81,1.38,1.47,1.98,45
Chandigarh,2020-05-01,22.24,62.94,2.63,11.59,8.18,30.38,0.54,14.28,35.76,3.32,0.49,1,60
Delhi,2018-11-15,98.53,175.95,29.85,47.83,51.99,49.76,1.29,15.03,32.95,4.17,39.67,1.54,251
Kolkata,2019-10-03,38.11,65.5,7.29,26.61,33.91,12.51,0.6,5.36,24.73,20.31,17.84,2.17,78
Delhi,2018-05-20,83.66,228.61,20.35,45.88,50.04,45.4,1.08,12.65,55.77,2.72,5.24,0,231
Delhi,2018-10-15,115.96,280.24,50.19,55.44,68.24,33.54,1.61,17.96,44.92,5.51,57.84,1.22,253
Delhi,2017-12-19,168.33,257.19,35.44,54.84,4.37,56.27,1.48,23.03,49.68,3.93,10.74,0.1,291
Delhi,2015-01-06,149.58,252.1,17.21,37.84,42.46,134.97,9.44,3.66,26.83,3.63,7.35,3.47,318
Hyderabad,2019-05-25,46.56,128.82,5.68,33.57,22.03,12.5,0.68,7.62,41.11,1.99,12.41,3.25,112
Visakhapatnam,2019-06-18,40.58,120.64,8.07,45.39,30.84,5.24,0.84,18.11,25.52,5.4,11.08,2.74,100
Delhi,2019-10-02,40.16,96.13,17.97,29.72,32.24,24.63,1.05,8.95,34.94,2.83,15.7,0.73,105
Visakhapatnam,2018-12-12,69.72,122.47,4.28,28.88,18.79,10.83,0.84,5.33,93.69,4.31,7.97,2.67,176
Patna,2020-06-30,29.76,60.68,42.12,27.5,52.04,1.59,0.83,3.91,21.7,1.58,8.59,2.02,93
Kolkata,2019-10-17,50.03,85.23,23.48,34.86,58.24,12.26,0.86,6.51,21.23,24.3,35.75,4.02,94
Visakhapatnam,2017-11-15,13.1,27.08,5.88,14.82,12.59,3.82,0.74,4.74,42.26,2.61,4.33,1.05,85
Amaravati,2018-12-03,74.34,129.57,4.54,69.78,40.81,3.38,1.09,14.03,33.95,0.09,0.12,0.1,130
Hyderabad,2017-04-21,45.5,146.01,9.86,37.88,11.26,26.61,0.13,15.64,48.44,0.09,1.09,0.26,136
Hyderabad,2019-07-05,16.27,33.26,2.18,13.5,8.12,7.13,0.37,3.39,17.83,0.21,1.58,0.12,46
Hyderabad,2019-03-01,55.59,129.12,5.27,45.3,27.68,14.27,0.6,9.83,26.37,1.95,16.23,4.16,120
Visakhapatnam,2019-03-15,43.56,116.19,10.54,38.18,28.88,10.07,0.72,12.45,22.29,0.88,1.28,0.18,130
Kolkata,2020-06-11,6.99,21.41,4.03,9.52,13.74,8.14,0.37,4.65,18.87,3.68,16.39,1.23,32
Visakhapatnam,2017-12-17,92.11,181.98,23.36,56.71,49.16,14.04,1.26,14.12,52.25,4.39,7.63,2.4,206
Delhi,2019-01-22,53.25,72.61,14.1,38.56,34.22,39.73,1.01,11.87,27.01,2.16,19.7,0.1,174
Visakhapatnam,2016-12-10,57.84,116.72,4.68,36.03,22.09,12.89,1.19,35.72,91.9,5.69,7.33,3.83,120
Amaravati,2019-07-28,13.25,37.61,0.65,2.08,1.4,2.17,0.33,12.58,22.05,0,0.38,0.1,36
Amritsar,2018-01-27,70.09,160.56,15.42,60.24,81.09,12.37,1.04,5.11,17.25,5.34,7.16,5.29,132
Amaravati,2019-12-21,83.64,118.52,1.83,15.67,9.82,19.48,0.84,16.5,50.47,0.94,4.12,0.12,166
Delhi,2019-11-04,272.3,386.16,29.75,44.53,51.48,39.67,1.47,11.68,36.82,4.37,29.56,0.94,532
Amaravati,2020-06-06,10.14,43.39,1.33,7.06,4.83,6.2,0.42,12.83,35.22,0.09,0.55,0.19,44
Kolkata,2019-07-29,10.12,20.56,7.37,17.97,25.32,8.11,0.44,2.34,21.18,14.58,8.44,2.43,33
Amritsar,2020-01-23,27.42,50.66,9.68,10.01,17.86,11.99,0.73,7.05,40.09,1.5,1.54,1.83,63
Kolkata,2019-12-26,107.72,217.34,44.27,54.49,98.47,28.97,1.56,11.57,26.93,29.76,37.45,2.97,269
Hyderabad,2019-07-06,15.95,38.56,1.88,8.82,5.39,5.7,0.39,3.28,19.48,0.2,1.44,0.37,42
Hyderabad,2016-02-23,65.95,107.3,3.32,10.53,12.46,10.46,0.82,7.15,43.44,1.08,5.04,1.14,235
Hyderabad,2019-04-08,33.08,85.8,4.7,34.43,21.92,13.2,0.68,6.35,34.53,1.31,7.86,1.01,80
Visakhapatnam,2018-01-13,117.2,210.61,13.04,52.2,38.32,22.54,1.19,16.11,33.98,4.21,8.39,1.74,293
Hyderabad,2017-04-22,53.51,173.04,12.27,42.5,13.91,36.91,0.19,19.01,42.89,0.17,1.46,0.43,143
Visakhapatnam,2017-11-13,33.02,72.5,1.64,19.44,2.73,0.14,0.75,5.84,89.53,2.7,4.62,0.62,130
Amritsar,2019-05-28,38.02,79.34,34.12,32.18,53.48,36.31,0.86,25.47,26.91,4.16,1.98,9.36,81
Delhi,2019-12-05,271.99,416.79,115.56,91.53,148.59,55.2,2.95,14.48,42.41,7.93,71.69,1.9,389
Patna,2020-04-19,47.95,121.58,51.52,14.6,39.22,14,1.4,9.46,39.95,0.12,3.85,0.2,143
Amritsar,2018-11-26,63.86,142.12,24.13,33.08,55.21,8.12,0.01,4.71,16.83,7.99,2.81,12.22,135
Hyderabad,2019-08-18,29.92,96.6,8.22,32.88,23.36,19.28,0.42,8.41,14.02,0.59,7.67,0.5,89
Visakhapatnam,2016-08-10,23.77,96.36,18.46,33.73,30.2,13.62,1.09,37.9,24.9,5.04,9.36,5.92,101
Amritsar,2020-01-22,21.05,40.05,9.72,10.07,19.58,11.92,0.8,7.78,39.9,1.59,1.84,2,63
Delhi,2017-10-04,76.81,138.81,24.88,28.99,14.09,39.43,0.19,11.7,35.79,0.35,2.07,0.08,151
Hyderabad,2017-08-29,6.57,11.4,7.4,9.26,5.74,6.45,0.12,4.4,35.24,0.05,1.07,0.18,56
Delhi,2020-06-19,57.6,205.56,6.58,17.78,15.57,27.96,0.86,11.98,40.95,1.69,14.04,0.27,132
Hyderabad,2017-06-05,16.11,54.35,8.38,19.2,6.73,21.42,0.07,6,54.74,0.02,0.44,0.16,106
Delhi,2020-05-30,23.09,53.19,5.04,18.51,14.11,36.19,0.84,9.95,50.29,0.95,7.61,0.01,84
Hyderabad,2019-05-07,52.95,152.18,13.86,54.4,39.49,19.48,1.08,12.38,33.49,6.25,35.39,12.32,130
Delhi,2019-06-04,54.95,171.58,14.93,36,32.65,34.34,1.14,13.67,65.82,2.18,16.91,0.14,212
Delhi,2019-06-03,66.94,300.7,11.7,30.33,26.82,43.32,1.03,12.64,60.03,1.79,8.62,0.11,232
Delhi,2019-06-26,67.36,155.9,15.67,37.39,34.44,30.64,1.16,12.87,46.26,2.75,21.37,0.41,161
Amritsar,2018-12-19,81.51,181.02,35.66,37.44,71.01,10.04,0.01,2.73,15.76,6.88,3.4,11.26,160
Hyderabad,2018-05-07,33.68,93.43,2.68,28.72,17.24,12.24,0.58,6.91,51.78,0.68,3.61,0.66,93
Visakhapatnam,2016-11-08,67.16,105.6,24.19,70.94,46.62,10.33,1.46,18.95,34.74,8.58,13.49,11.16,133
Delhi,2019-01-18,237.22,364.61,56.97,68.58,88.33,48.6,2.06,14.7,30.35,7.09,44.42,0.89,437
Kolkata,2020-05-21,7.3,32.25,3.85,6.66,10.57,8.02,0.36,4.39,24.14,1.33,8.53,0.57,37
Chandigarh,2020-04-26,12.34,25.87,2.4,12.06,8.22,27.13,0.53,11.13,28.09,2.83,0.46,1.15,51
Hyderabad,2018-07-23,17.69,53.6,4.08,21.69,14.24,14.25,0.26,7.41,15.37,0.48,3.01,0.28,49
Delhi,2015-03-24,91.87,179.36,21.3,30.01,40.31,31.79,10.1,7.35,34.78,9.72,16.21,15.64,290
Hyderabad,2020-06-14,9.8,22.79,5.45,19.97,14.15,11.98,0.26,6.34,17.74,0.38,3.14,0.11,32
Hyderabad,2018-06-30,20.85,57.03,6.27,26.4,18.78,14.04,0.33,6.64,22,0.48,5.26,0.43,62
Amritsar,2019-05-21,46.62,98.1,33.16,30.3,54.34,37.7,0.76,23.13,25.32,3.44,1.91,7.14,90
Kolkata,2019-11-01,101.59,211.21,49.12,54.98,104.08,17.99,1.33,9.44,40.02,21.35,30.9,5.29,249
Delhi,2018-07-15,37.76,78.42,8.28,28.9,25.51,32.08,0.78,10.64,28.01,1.19,21.78,0.41,92
Patna,2019-12-24,242.58,158.08,8.62,42.92,47.85,49.8,2.75,10.66,33.28,3.79,8.3,8.14,449
Patna,2020-04-09,52.64,129.22,39.83,52.66,70.26,12.28,1.76,13.4,24.83,0.31,4.2,0.38,144
Hyderabad,2018-06-02,36.7,63.45,3.79,35.45,21.68,21.33,0.77,6.87,35.35,1.26,8.55,1.79,82
Hyderabad,2018-09-07,25.42,79.97,5.01,22.74,15.82,14.25,0.32,7.79,17.95,1.21,10.1,7.09,82
Gurugram,2020-06-24,43.35,75.89,5.31,7.9,9.61,4.17,0.63,4.03,49.35,22.62,4,11.44,86
Hyderabad,2017-12-25,76.47,144.94,8.37,56.9,36.68,24.11,1.13,8.51,38.5,3.98,21.63,4.73,163
Delhi,2015-09-06,61.69,168.63,17.36,27.81,41.56,23.17,1.19,16.71,49.32,2.17,5.08,3.21,174
Chandigarh,2019-10-24,71.66,130.66,21.97,7.38,21.56,7.01,0.91,9.69,15.62,6.21,3.91,3.96,110
Amritsar,2018-02-02,31.79,96.3,66.62,59.83,141.5,15.06,0.82,2.56,13.11,11.53,7.19,6,149
Chandigarh,2020-06-20,23.97,69.58,1.36,9.83,6.07,49.79,0.3,7.64,32.07,3.87,0.4,0.65,58
Visakhapatnam,2016-09-13,22.89,54.42,16.53,28.03,25.98,17.05,0.59,18.84,27.81,5.33,9.74,5.88,73
Hyderabad,2017-04-27,63.36,195.29,12.52,45.42,15.74,36.73,0.19,22.7,48.36,0.2,2.02,0.67,171
Visakhapatnam,2019-05-10,56.23,171.44,4.67,18.5,13.62,26.89,0.81,3.73,36.53,2.85,4.14,0.74,163
Amritsar,2018-03-11,42.29,129.74,12.7,9.54,29.85,7.97,0.64,3.72,30.89,4.91,1.44,0.85,110
Visakhapatnam,2019-11-02,86.71,157.26,25.08,43.75,43.67,16.22,0.95,16.03,41.03,6.17,16.87,4.64,134
Amaravati,2019-03-13,32.79,104.04,4.4,17.4,12.91,11.1,0.4,9.21,31.25,0.86,4.9,0.37,97
Hyderabad,2019-03-03,35.27,68.92,3.83,28.79,17.94,10.72,0.5,4.01,25.1,1.11,6.54,0.44,68
Hyderabad,2017-05-19,45.73,153.81,6.3,49.46,12.42,21.18,0.11,12.25,32.93,0.06,0.73,0.4,148
