City,Date,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI
Delhi,2018-01-23,160.79,248.48,25.98,47.26,67.65,51.07,1.43,14.25,48.67,2.68,6.67,0,343
Amaravati,2018-01-14,86.96,129.99,3.65,28.32,18.03,21.23,0.05,4.83,62.6,0.23,6.93,0.07,186
Visakhapatnam,2016-09-08,42.7,101.98,15.86,42.25,32.4,11,0.7,31.11,40.2,6.75,15.49,6.61,98
Delhi,2018-01-16,133.56,231.04,31.78,46.86,3.92,43.23,1.36,19.06,54,3.09,9.36,0.4,278
Amaravati,2017-12-22,76.27,152.59,7.51,56,35.9,19.53,0.15,29.88,56.97,0.29,4.44,0.19,165
Kolkata,2019-07-15,45.48,92.7,6.2,25.17,29.17,73.45,0.49,11.54,47.41,10.04,8.76,2.53,97
Hyderabad,2017-04-06,44.33,118.21,6.25,36.95,9.88,20.89,0.16,9.13,39.14,0.1,0.98,0.37,92
Hyderabad,2016-10-07,15.45,57.53,10.46,40.95,13.83,10.52,0.2,6.22,23.05,0.01,0.17,0.7,63
Delhi,2019-10-24,173.56,346.51,84.08,67.36,108.93,41.69,2.46,18.87,57.94,7.01,50.88,5.3,335
Visakhapatnam,2019-05-06,67.2,216.54,7.84,31.58,23.17,31.93,0.9,3.34,26.11,2.39,4.32,0.66,190
Visakhapatnam,2017-03-09,22.26,51.86,17.06,21.42,25.22,7.91,1.05,10.69,13.5,2.51,6.24,0.86,106
Amritsar,2020-01-11,55.64,80.28,9.37,10.19,19.5,11.99,0.73,10.87,36.72,2.02,2.14,2,87
Visakhapatnam,2019-11-26,93.79,148.19,2.69,30.06,18.13,11.64,0.92,7.95,91.45,4.68,9.62,1.18,226
Delhi,2019-06-05,73.35,208.72,14.43,42.68,36.36,35.7,1.29,15.82,59.78,3.15,20.62,0.17,190
Kolkata,2020-03-11,56.77,111.27,6.29,30.92,37.2,23.59,0.67,13.6,59.48,5.56,11.84,1.45,143
Delhi,2020-05-09,54.18,126.9,9.47,17.65,19.17,30.14,0.85,13.33,76.32,1.61,11.66,1.08,142
Hyderabad,2017-10-14,33.32,60.37,10.84,25.1,3.74,12.38,0.1,2.46,63.15,0.17,1.48,0,123
Visakhapatnam,2019-07-29,24.48,70.71,18.77,38.05,35.49,6.43,0.93,10.33,4.97,4.66,11.24,4.59,53
Kolkata,2019-06-12,32.61,64.75,4.36,11.68,13.89,3.7,0.36,2.74,34.14,8.02,5.21,3.59,67
Visakhapatnam,2016-12-06,43.18,77.91,4.38,28.66,18.28,11.01,1,10.04,76.9,4.86,6.39,3.41,113
Hyderabad,2019-12-26,62.79,114.8,9.47,33.93,24.52,13.26,0.75,5.43,29.67,0.62,3.18,0.05,128
Visakhapatnam,2020-01-12,73.83,125.02,2.93,30.68,18.71,11.44,1.03,10.25,83.49,3.87,7.65,0.98,181
Hyderabad,2016-10-04,11.98,35.51,9.57,42.12,13.8,9,0.03,6.74,22.95,0.03,0.11,0.09,47
Delhi,2018-02-03,115.05,239.61,27.97,51.46,64.81,46.26,1.29,14.2,52.29,1.35,4.57,0.45,277
Visakhapatnam,2016-08-21,38.2,107.83,6.13,33.87,21.06,13.87,0.98,31.97,57.54,4.65,8.1,3.24,111
Delhi,2018-04-28,84.13,316.52,11.33,36.11,41.23,44.78,1.14,12.38,75.5,1.7,3.23,0,288
Chandigarh,2020-02-26,36.76,96.77,23.97,21.72,30.21,42.06,0.91,11.17,11.33,6.28,0.17,1.41,83
Amritsar,2020-05-24,29.01,55.05,18.64,11.41,26.45,12.15,0.61,19.01,17,1.22,1.03,8.26,74
Visakhapatnam,2018-03-16,42.47,83.23,7.66,34.41,24.53,12.16,0.62,10.7,20.39,5,9.77,1.87,99
Delhi,2020-05-27,43.22,161.76,7.58,26.95,21.37,25.79,0.83,14.49,66.77,1.7,16.71,0.05,156
Visakhapatnam,2018-12-01,61.71,120.39,6.39,37.42,25.09,15.55,0.68,7.74,84.67,4.46,8.49,2.17,112
Visakhapatnam,2020-03-22,23.57,69.26,12.32,24.78,23.13,10.84,0.66,10.28,19.71,3.08,17.32,1.62,62
Visakhapatnam,2019-06-24,35.47,71.35,5.17,28.75,19.5,5.85,0.68,8.96,24.19,4.23,13.81,1.78,75
Amritsar,2019-12-25,52.73,76.1,10.3,10.53,19.5,5.3,0.74,6.27,48.65,1.72,1.74,2,141
Visakhapatnam,2019-08-03,25.11,49.19,32.58,45.85,50.87,8.68,0.84,11.42,2.98,6.96,16.1,7.65,68
Hyderabad,2017-06-21,8.66,29.59,7.47,14.39,6.86,4.72,0.14,11.12,37.42,0,0.27,0.1,70
Delhi,2018-11-17,135.21,255.42,38.85,51.93,61.7,40.93,1.6,14.37,36.97,4.06,32.22,1.72,292
Amaravati,2019-06-11,13.91,48.33,3.61,24.16,15.86,4.78,0.37,14.02,44.59,0.08,1.26,0.12,61
Hyderabad,2017-12-14,66.12,120.92,2.4,39.48,22.84,18.6,0.92,7.88,48.56,3.19,12.58,3.88,132
Patna,2020-04-16,31.17,92.89,65.96,20.4,51.46,13.06,1.32,9.71,31.94,0.36,3.48,0.29,130
Amaravati,2018-06-03,27.42,57.28,3.36,19.38,13.04,7.89,0.32,6.83,77.6,16.54,8.98,89.7,129
Delhi,2018-04-18,73.44,256.18,16.91,40.44,46.57,33.33,1.04,13.29,51.01,1.72,2.79,0,216
Delhi,2015-09-11,67.35,181.99,16.4,46.81,56.83,34.81,1.13,10.98,68.81,3.26,9.36,2.59,218
Chandigarh,2019-11-23,84.1,125.61,1.32,17.06,18.48,9.59,0.53,9.45,8.15,6.91,1.82,0.97,256
Amritsar,2019-12-07,74.16,111.95,10.88,10.78,18.86,5.19,0.82,18.45,17.24,2.74,3.28,1.85,121
Chandigarh,2020-06-18,28.75,72.21,0.69,8.61,4.82,28.94,0.31,8.31,49.32,3.06,0.39,0.62,72
Amaravati,2019-07-30,8,22.87,5.36,10.03,9.41,1.87,0.31,14.72,22.5,0.19,0.98,0.13,28
Hyderabad,2016-05-09,50.76,82.05,7.79,33.2,33.14,35.16,1.27,5.84,41.24,0.32,1.79,0.37,167
Delhi,2015-09-07,55.19,179.42,27.91,35.49,61.81,23.76,1.04,12.97,52.24,3.09,7.72,6.26,199
Hyderabad,2020-04-08,19.94,43.45,16.92,20.46,21.26,18.78,0.41,11.06,36.03,0.94,5.92,0.13,56
Hyderabad,2017-11-30,64.72,121.51,9.05,45.03,30.5,13.13,0.82,14.09,60.26,2.95,12.16,3.69,140
Delhi,2019-02-22,73.9,147.86,25.55,33.95,41.61,39.11,1.07,13.94,28.45,3.24,24.76,2.66,191
Kolkata,2019-09-25,11.71,22.26,9.76,18.31,28.02,9.79,0.53,3.39,10.42,25.57,20.93,2.19,36
Hyderabad,2016-10-28,62.16,99.01,9.59,41.2,13.55,39.85,0.38,47.38,70.1,0.07,1.48,0.81,116
Hyderabad,2019-10-10,39.07,64.26,5.7,32.44,18.72,9.82,0.63,3.94,19.34,0.75,5.37,2.06,80
Amritsar,2020-06-28,45.24,40,23.11,17.9,27.47,13.25,0.63,5.22,16.48,1.16,0.98,7.85,85
Visakhapatnam,2019-12-13,37.07,110.43,11.7,35.91,28.61,10.64,0.95,8.72,47.92,4.4,9.01,3.35,105
Hyderabad,2019-05-31,39.47,107.63,1.69,24.28,14.16,12.37,0.59,4.32,48.05,1.17,6.15,0.47,105
Visakhapatnam,2018-09-09,65.02,165.7,13.02,32.44,27.85,9.17,1.03,3.32,36.85,5.38,11.25,3.55,141
Visakhapatnam,2020-06-16,21.06,80.51,6.67,40.33,26.81,8.81,0.63,11.09,21.69,3.77,6.55,1.69,83
Visakhapatnam,2019-05-16,29.21,130.06,10.51,19.75,18.92,12.63,0.84,9.12,15.88,2.87,5.45,0.72,111
Hyderabad,2018-08-26,14.61,45.18,5.98,24.79,17.43,18.28,0.27,7.85,11.18,0.53,3.42,1.4,50
Visakhapatnam,2019-02-20,39.61,86.76,17.41,24.55,27.22,8.72,0.72,5.77,13.42,1.92,4.32,0.62,82
Kolkata,2020-04-04,60.85,100.15,5.21,14.82,20.07,17.56,0.55,9.55,74.08,4.53,8.06,0.76,129
Amaravati,2018-01-16,67.06,100.34,3.22,20.25,13.29,18.78,0.06,4.7,54.92,0.15,6.52,0.07,138
Amritsar,2018-02-01,44.39,114.54,72.97,54.79,127.95,16.33,0.94,3.48,13.89,12.84,8.01,7.08,159
Visakhapatnam,2020-04-21,10.32,51.36,18.55,23.99,27.59,8.48,0.11,3.58,10.7,2.7,4.38,1.05,48
Amaravati,2019-05-27,38.88,86.09,1.31,18,10.69,4.51,0.47,13.86,51.56,0.14,1.27,0.11,106
Delhi,2018-04-12,46.21,109.03,20.89,40.94,49.98,33.55,1.3,10.07,48.2,4.98,6.09,0,135
Hyderabad,2017-10-05,55.88,89.52,16.52,22.79,11.45,12.98,0.33,8.94,43.05,3.33,17.97,5.94,164
Delhi,2018-01-26,128.45,207.66,28.91,38.17,57.6,44.28,1.43,7.99,44.09,2.46,3.7,0.6,263
Amritsar,2019-09-28,21.75,50.58,13.42,10.49,23.87,9.41,0.68,8.25,11.7,1.81,1.11,2,60
Visakhapatnam,2019-10-01,27.7,87.41,31.47,38.3,46.08,13.79,0.96,11.82,15.39,5.14,16.13,4.8,93
Visakhapatnam,2019-12-15,27.12,54.86,3.71,23.35,15.44,13.29,0.84,7.37,54.39,2.7,7.35,1.1,69
Hyderabad,2016-09-08,25,82.86,16.61,78.74,16.86,27.66,0.2,12.95,15.26,0.09,1.79,2.61,93
Hyderabad,2017-11-12,57.58,109.26,8.88,42.84,29.99,15.71,0.74,21.15,53.74,6.36,33.38,4.07,123
Hyderabad,2017-09-04,17.26,49.36,8.5,16.95,7.97,4.95,0.21,4.92,33.5,0.39,2.52,0.91,59
Kolkata,2020-05-31,14.29,32.47,3.11,7.76,10.93,11.53,0.37,5.52,35.27,1.58,8.81,0.69,55
Visakhapatnam,2020-05-25,18.69,75.86,2.76,21.06,13.59,10.77,0.11,7.19,24.62,2.03,3.31,0.66,74
Delhi,2019-02-18,109.11,215.05,32.98,56.12,56.8,33.82,1.18,16.78,33.69,3.38,26.07,0.81,278
Amaravati,2019-01-09,97.45,225.75,12.68,121.94,75.16,10.39,0.86,66.39,27.23,0.09,0.16,0.18,274
Hyderabad,2017-01-14,73.75,114.17,10.06,38.15,9.48,20.75,0,7.78,47.92,0.04,0.35,0.05,183
Amritsar,2019-05-06,59.63,118.65,33.67,64.12,48.79,43,1.03,14.18,27.67,5.02,2.3,10.06,147
Amritsar,2020-05-17,39.96,77.29,20.35,15.98,30.7,12.66,0.75,11.8,43.77,1.3,1.1,8.81,75
Delhi,2019-12-10,236.4,363.3,85.62,72.63,115.07,59.1,2.41,12.49,38.14,6.87,50.04,3.14,377
Delhi,2018-11-21,209.96,349.54,54.16,63.79,81.87,46.84,1.79,14.22,40.22,5.32,42.92,0.94,396
Hyderabad,2018-12-19,32.77,62.25,6.1,33.97,22.61,8.77,0.47,9.12,23.73,2.26,23.38,3.49,54
Amaravati,2018-04-04,25.28,54.59,4.93,9.65,9.24,12.44,0.72,8.7,19.64,0.01,1.5,0.1,56
Amritsar,2019-05-25,22.15,55.39,13.77,8.36,21.59,9.65,0.89,16.45,25.08,3.14,2.16,8.45,71
Kolkata,2019-08-30,18.83,36.56,11.96,16.93,24.06,10.58,0.4,2.92,14.54,18.99,15.68,2.32,47
Hyderabad,2019-12-07,83.29,152.67,10.13,49.14,33.08,14.05,0.82,6.63,33.25,2.05,12.27,0.78,186
Hyderabad,2016-02-22,353.58,95.54,8.53,16.83,23.94,10.47,1.17,9.43,38.86,1.4,9.8,2.38,510
Visakhapatnam,2018-03-06,48.65,123.68,5.95,43.91,28.18,12.89,0.77,15.75,43.75,6.14,17.79,2.12,124
Amritsar,2020-03-17,41.78,109.94,18.18,10.31,27.98,12.02,0.72,9.56,31.27,1.57,1.84,2,106
Chandigarh,2020-06-11,25.59,71.11,2.02,10.68,7.22,28.25,0.3,11.46,44.57,3.75,4.4,0.72,78
Visakhapatnam,2017-12-14,66.31,97.69,1.73,24.11,14.13,14.84,0.93,6.7,64.81,2.54,5.99,0.93,128
Amritsar,2019-10-02,27.76,65.44,13.38,10.66,23.26,9.41,0.82,49.41,18.07,1.88,1.07,1.99,67
Visakhapatnam,2018-05-22,14.85,66.39,10,25.75,21.83,10.05,0.37,4.89,14.19,4.18,12.74,2.07,75
Visakhapatnam,2020-03-14,29.97,80.28,3.61,27.41,15.55,11.66,0.81,7.98,12.94,2.2,11.38,1.14,82
Kolkata,2019-09-28,19.66,33.92,14.96,21.08,35.71,13.45,0.56,4.81,12.16,28.94,24.97,2.78,47
Delhi,2020-05-28,39.07,229.55,4.89,17.1,13.26,29.02,0.8,11.68,55.92,1.11,7.56,0.01,174
Patna,2020-05-26,41.66,110.63,19.13,13.53,11.16,6.57,0.63,4.01,30.7,2.23,8.87,1.19,110
Delhi,2015-11-23,266.95,419.98,123.99,105.29,164.08,74.83,3.49,24.92,132.26,9.04,29.47,3.81,431
Chandigarh,2019-10-16,83.96,151.62,17.66,6.6,17.59,6.62,1,10.71,19.99,7.02,0.57,1.4,158
Delhi,2015-02-21,155.38,191.03,35.51,45.11,57.91,69.59,14.21,12.24,30.11,4.69,16.48,9.41,320
Kolkata,2019-11-18,106.34,203.72,75.24,62.51,131.48,24.74,1.55,14.33,36.15,26.26,45.72,5.58,235
Amaravati,2018-07-29,21.78,76.32,5.21,20.63,15.21,18.8,0.44,9.64,25.7,0.16,0.18,0.1,85
Delhi,2019-07-08,49.12,148.79,12.56,32.85,28.57,33.43,1.15,10.64,35.11,2.22,16.39,0.81,129
Delhi,2019-01-28,126.48,212.42,22.97,49.13,46.7,34.49,1.06,15.76,33.6,3.19,20.16,0.17,301
Visakhapatnam,2017-11-29,51.25,133.9,10.83,44.58,32.46,9.56,0.81,5.7,71.32,3.91,7.3,2.13,138
Hyderabad,2017-07-12,14.29,47.25,7.8,15.3,7.23,5.08,0.15,5.86,29.41,0.27,2.28,0.54,66
Delhi,2019-11-23,130.41,224.14,33.69,52.7,60.68,34.6,1.3,11.64,25.58,4.46,33.82,1,334
Kolkata,2020-05-04,22.15,42.76,3.96,9.69,13.71,12.4,0.38,5.25,32.76,1.97,6.16,0.46,50
Delhi,2015-10-30,108.4,156.58,24.98,42.63,55.71,28.72,2.29,18.92,60.56,2.75,7.03,1.96,236
Hyderabad,2017-11-11,61.84,115.98,8.87,42.21,29.64,16.04,0.63,27.55,71.54,4.6,26.91,2.78,123
Kolkata,2020-02-15,71.25,157.73,48.61,66.46,114.34,29.58,0.88,14.99,43.65,14.46,25.71,3.09,185
Visakhapatnam,2019-07-13,34.28,118.77,11.76,41.25,31.5,6.85,0.52,6.76,10.65,5.13,11.37,4.14,110
Amaravati,2018-11-14,71.23,160.66,15.11,89.44,59.86,3.45,1.48,38.91,32.4,0.12,0.56,0.2,144
Amritsar,2020-05-29,29.99,77.22,19.41,11.22,28.95,11.92,0.73,12.3,17,1.3,1.1,8.72,67
Gurugram,2020-05-13,63.71,140.61,4.76,16.23,11.7,10.45,0.81,13.26,73.47,2.68,5.68,3.8,133
Amaravati,2018-03-28,31.14,60.35,4.25,10.36,9.05,11.8,0.83,14.42,20.99,0.02,1.69,0.1,62
Hyderabad,2017-09-22,20.5,35.75,7.3,15.36,8.05,4.29,0.03,4.59,36.6,0.01,0.73,0.32,58
Delhi,2020-02-16,132.63,237.81,42.02,57.15,70.95,38.77,1.38,19.61,40.01,3.77,23.71,0.82,254
Amritsar,2017-11-24,141.64,270.82,82.14,49.18,130.87,12.55,2.31,14.29,54.87,8.3,10.98,17.59,302
Hyderabad,2016-05-19,34.57,68.51,6.07,26.2,22.43,26.92,0.65,6.7,22,0.22,1.58,0.19,86
Visakhapatnam,2019-04-04,27.02,103.61,20.57,32.42,33.96,4.97,0.87,21.15,4.48,3.23,4.9,1.02,91
Chandigarh,2020-01-01,63.22,135.76,46.81,15.96,45.21,24.73,1.11,7.79,8.1,9.14,0.38,0.78,132
Delhi,2015-11-09,201.44,364.2,88.69,79.2,134.41,55.64,2.01,40.75,108.12,7.16,21.36,1.19,378
Hyderabad,2016-10-30,63.6,97.16,7.96,25.39,9.13,27.36,0.33,19.58,55.87,0.09,1.61,0.62,129
Delhi,2019-05-06,118.9,295.84,62.99,70.81,84.3,31.51,1.93,23.72,55.91,5.08,37.46,0.7,267
Visakhapatnam,2016-07-23,27.32,83.02,6.98,37.5,23.47,14.76,0.78,18.54,47.74,4.59,12.49,2.53,105
Amaravati,2019-06-05,36.24,84.55,0.66,19.93,10.94,4.56,0.46,21.35,54.64,0.06,1.09,0.11,91
Amritsar,2019-09-09,38.61,76.3,22.78,16.01,32.96,12.24,1.17,7.33,17.04,2.06,1.1,1.98,70
Hyderabad,2018-11-25,69.28,149.67,4.95,50.29,30.48,9.59,0.64,16.75,46.4,3.27,30.13,2.17,140
Hyderabad,2020-02-06,30.56,83.58,11.42,41.17,29.82,19.47,0.4,4.98,22.55,0.13,0.8,0.01,80
Amaravati,2018-01-04,92.44,174.75,5.84,53.79,33.36,19.45,0.11,16.93,71.09,0.3,7.23,0.23,182
Hyderabad,2018-04-14,23.05,58.22,3.65,30.02,18.73,14.1,0.69,4.9,40.13,0.6,2.59,0.51,79
Visakhapatnam,2016-12-15,71.8,117.17,4.18,30.64,19.09,11.53,1.18,31.52,83.67,5.81,6.53,3.57,139
Hyderabad,2017-04-20,49.73,155.18,8.94,35.29,10.53,41.98,0.12,15.24,48.24,0.16,1.49,0.24,131
Hyderabad,2017-07-27,14.43,49,5.51,13.97,5.99,4.87,0.16,6.12,28.62,0.04,0.88,0.59,60
Delhi,2020-01-24,79.83,151.81,23.68,44,45.88,34.23,0.99,10.73,30.53,2.66,15.38,0.06,155
Delhi,2018-07-16,37.32,83.03,13.87,33.31,32.44,36.19,0.96,9.51,23.59,1.61,31.33,1.3,95
Amritsar,2017-11-22,143.36,276.23,76.45,47.59,124.04,13.14,1.87,11,32.23,7.85,11.18,17.21,318
Kolkata,2020-06-28,10.58,25.56,5.94,12.63,18.62,6.92,0.38,5.92,27.76,1.32,11.07,0.34,43
Visakhapatnam,2017-03-02,72.19,142.93,19.01,47.3,40.53,10.9,0.83,14.73,53.58,5.33,15.04,1.39,151
Amaravati,2019-03-16,40.96,101.35,4.18,14.19,11.01,10.37,0.46,7.42,22.03,1.46,5.11,0.44,110
Delhi,2018-06-28,30.07,71.42,8.68,29.01,23.9,44.84,0.76,8.48,33.17,1.65,18.35,0.44,99
Delhi,2015-04-28,81.37,141.25,11.98,34.88,43.91,29.46,4.67,13.97,70.42,1.66,6.08,2.79,234
Amritsar,2018-05-22,104.43,152.02,12.52,8.4,20.93,5.07,0.63,5.03,40.73,0.84,2.82,5.98,252
Amaravati,2019-05-26,40.51,99.45,0.71,16.93,9.55,3.35,0.51,14.62,54.63,0.14,1.55,0.14,99
Amritsar,2018-02-19,52.41,166.21,15.9,13.27,39.88,11.08,0.71,3.54,16.97,10.46,7.72,6.35,139
Amritsar,2019-08-11,27.52,52.67,8.47,9,16.78,10.12,0.49,4.6,14.89,3.32,1.11,3.37,53
Visakhapatnam,2016-08-05,27.8,82.45,18.95,34.95,31.16,11.67,1.25,32.89,17.76,6.37,9.77,7.33,89
Kolkata,2019-10-09,11.61,30.49,6.4,15.09,21.29,9.3,0.38,4.14,19.3,24.99,19.94,1.82,51
Hyderabad,2016-10-27,64.35,101.48,11.68,50.97,16.75,45.17,0.33,44.21,56.45,0.09,2.43,0.95,117
Hyderabad,2019-12-30,72.02,127.34,11.1,36.32,26.86,13.41,0.81,6.71,36.01,0.66,1.69,0.02,143
Gurugram,2020-04-23,51.55,105.97,8.65,18.33,12.88,38.34,0.79,10.01,55.3,7.29,3.45,2.95,113
Amritsar,2018-12-08,69.19,153.63,34.65,37.59,70.23,9.95,0.01,6.2,16.57,6.52,2.25,9.91,131
Amritsar,2020-06-19,47.94,169.06,19.11,12.63,27.07,12.34,0.62,10.92,16.48,1.3,1.1,8.82,131
Amritsar,2020-03-24,26.35,75.6,18.2,10.94,27.27,12.09,1.27,7.73,29.78,1.43,1.69,1.98,86
Visakhapatnam,2019-08-04,29.95,92.72,20.07,38.31,36.69,8.33,0.99,13,6.39,5.97,13.49,3.78,83
Delhi,2016-01-01,295.71,476.09,86.62,94.04,131.36,79.87,2.42,23.57,108.14,5.81,16.3,0,463
Hyderabad,2019-12-13,31.86,69.75,8.63,32.41,23.17,13.97,0.61,5.87,26.76,0.98,6.4,0.17,85
Patna,2020-07-01,35.42,57.82,44.5,31.15,57.72,1.14,0.82,3.99,25.76,1.73,5.5,2.14,98
Amaravati,2019-03-17,40.08,93.9,6.5,14.86,12.92,11.63,0.58,7.89,28.04,1.74,9.37,0.68,98
Amaravati,2019-10-15,32.29,56.07,2.67,12.02,8.66,12.43,0.72,15.53,47.76,0.37,4.97,0.46,55
Visakhapatnam,2017-01-18,62.88,102.81,19.8,70.47,50.17,14.2,1.48,15.37,60.23,0,0,0,124
Hyderabad,2015-12-22,59.23,84.19,6.68,13.39,18.49,10.38,0.92,7.79,31.1,1.13,6.38,0.56,102
Hyderabad,2019-05-01,36.43,111.66,2.86,24.25,15.02,15.53,0.56,5.57,40.78,0.92,4.44,0.41,96
Hyderabad,2019-03-16,39.06,110,3.66,31.2,18.97,12.57,0.71,5.68,33.27,1.73,6.18,0.67,101
Hyderabad,2018-08-19,15.28,34.82,11.75,24.8,21.07,15.8,0.32,6.84,15.02,0.76,4.1,1.33,48
Amaravati,2017-12-16,79.76,129.81,8.77,40.92,28.84,15.56,0.17,8.51,73.17,0.24,4.41,0.13,156
Chandigarh,2019-12-08,69.48,111.77,33.52,14.4,33.18,40.21,0.87,10.54,10.45,2.09,0.48,1.27,142
Patna,2020-02-11,124.61,188.68,57.4,57.63,102.79,26.71,1.25,8.98,16.81,2.58,8.46,4.07,242
Visakhapatnam,2018-02-01,73.77,168.36,16.91,61.11,46.23,14.09,1.15,2.45,57.06,7.47,19.38,3.85,179
Hyderabad,2019-02-09,55.67,157.47,7.5,43.21,28.81,15.07,0.59,13.22,35.28,3.19,31.91,19,128
Amaravati,2019-06-12,11.81,43.2,5,29.99,20.12,4.69,0.34,13.82,41.43,0.09,1.65,0.13,50
Chandigarh,2019-10-29,110.06,184.04,36.29,19.43,43.39,40.84,1.29,9.28,14.68,3.47,8.34,0.95,268
Hyderabad,2019-10-20,28.04,51.18,4.17,23.54,13.8,8.1,0.62,2.68,18.41,0.67,4,2.23,63
Delhi,2018-02-12,72.36,153.11,16.51,33.08,42.62,46.64,0.97,8.58,37.47,0.8,2.11,0.29,218
Amritsar,2019-05-29,43.03,101.54,28.09,22.68,42.36,33.68,1.42,24.33,26.36,5.25,2.14,7.03,100
Kolkata,2020-06-26,9.59,28.44,6.38,7.91,14.35,10.35,0.34,8.2,22.66,1.09,8.42,0.24,42
Hyderabad,2016-03-10,60.66,98.21,8.12,15.99,22.67,10.27,1.14,5.09,32.62,1.3,6.92,2.93,121
Visakhapatnam,2019-04-23,26.19,68.03,10.22,26.87,22.6,5.44,0.61,3.32,17.99,1.7,3.72,0.66,72
Patna,2020-03-16,55.2,131.96,50.95,40.05,54.3,18.78,1.4,10.19,16.36,2.38,5.2,0.43,125
Hyderabad,2019-07-11,16.54,39.46,2.57,12.01,7.99,8.42,0.35,5.19,16.63,0.17,0.79,0.04,40
Visakhapatnam,2020-01-16,71.06,103.17,3.1,31.92,19.5,11.9,1.05,10.02,71.86,4.61,7.73,3.97,160
Hyderabad,2017-04-04,43.52,105.3,9.33,30.44,8.9,15.11,0.14,10.83,55.87,0.08,0.92,0.18,123
Gurugram,2020-05-05,55.54,94.42,4.16,13.71,10.97,16.73,0.81,7.78,67.79,5.46,3.24,2.49,130
Hyderabad,2017-07-13,14.49,42.92,7.93,12.53,6.55,4.91,0.17,5.98,28.55,0.17,1.95,0.42,58
Visakhapatnam,2018-01-20,103.95,249.97,36.89,60.86,62.16,16.32,1.52,14.32,49.83,4.1,6.25,2.66,229
Delhi,2020-06-08,46.9,103.27,7.94,25.81,21.44,31.81,0.94,15.78,51.77,1.99,20.22,0.47,112
Delhi,2020-05-31,21.51,40.43,5.02,17.05,13.15,34.91,0.84,9.06,42.29,1.05,9.05,0.26,80
Hyderabad,2017-10-06,28.48,54.04,11.38,19.44,8.09,10.26,0.21,5.7,32.82,1.69,8.81,1.49,102
Amaravati,2020-06-15,10.07,24.04,2.12,9.21,6.62,8.73,0.48,12.19,33.82,0.06,0.41,0.1,41
Amaravati,2018-01-11,87.33,153.97,3.95,42.52,25.82,23.66,0.08,35.39,106.17,0.22,6.61,0.07,229
Hyderabad,2015-12-01,38.24,102.51,5.31,10.07,13.74,8.94,0.93,9.1,28.27,1.1,5.45,2.51,101
Visakhapatnam,2019-06-14,39.18,130.58,10.88,54.95,38.2,2.65,0.97,18.97,21.48,7.25,15.75,3.93,101
Amaravati,2018-04-10,26.12,56.77,4.8,11.71,10.14,9.83,0.5,6.88,14.32,0,1.14,0.12,59
Delhi,2017-09-29,89.38,140.94,37.45,29.45,18.61,41.19,0.45,7.17,40.26,0.44,1.82,0.13,172
Hyderabad,2018-07-07,22.74,51.43,4.4,27.25,17.7,22.28,0.34,5.19,18.53,1.04,10.22,9.5,59
Delhi,2018-04-23,76.11,219.94,17.48,39.43,43.95,27.09,1.03,12.89,63.78,1.83,3.31,0,197
Visakhapatnam,2018-03-20,55.97,106.51,8.08,40.7,28.34,12.55,0.64,17.06,22.72,4.24,9.59,2.33,105
Kolkata,2019-12-04,101.36,203.24,56.03,53.02,105.46,29.08,1.22,15.09,36.22,30.29,43.2,5.07,241
Hyderabad,2020-01-09,46.45,88.34,10.08,29.5,22.57,15.74,0.52,6.66,20.13,0.6,3.57,0.05,84
Amritsar,2019-11-15,103.87,180.68,17.23,10,27.24,12.98,0.65,29.92,9.71,2.41,2.72,2,317
Delhi,2020-06-07,39.99,91.17,6.5,22.65,17.92,30.79,0.86,11.89,45.4,1.82,17.23,0.8,104
Hyderabad,2017-05-31,11.35,45.33,7.79,22.84,7.79,11.42,0.05,2.78,45.72,0,0.21,0.01,80
Hyderabad,2017-07-18,8.48,18.17,5.28,10.62,4.97,5.02,0.15,2.97,26.27,0.04,0.47,0.19,47
Delhi,2020-02-03,138.5,243.43,50.47,53.71,73.96,37.5,1.51,11.4,33.94,4.43,27.09,0.51,297
Amritsar,2018-06-01,99.15,331.54,0.4,8.55,8.62,1.51,1.56,6.51,23.58,0.75,2.62,4.6,254
Delhi,2018-04-13,83.96,196.02,34.37,54.68,64.81,36.1,1.78,13.37,47.74,1.6,3.64,0,201
Amaravati,2019-02-28,20.92,49.94,3.23,13.32,9.81,9.1,0.56,15.85,25.36,0,0.01,0.1,60
Kolkata,2020-03-14,52.17,110.27,8.16,23.32,29.75,23.42,0.55,9.19,56.6,5.37,10.22,1.18,132
Hyderabad,2017-04-28,37.64,90.98,8.81,23.58,8.78,33.13,0.09,5.2,70.21,0.04,0.61,0.12,142
Hyderabad,2019-11-02,29.98,70,7.92,25.34,18.73,9.6,0.61,3.58,20.79,0.55,3.38,0.2,66
Amritsar,2018-02-10,67.14,166.85,30.58,61.48,102.14,12.93,0.63,4.55,19.32,11.45,8.25,7,145
Hyderabad,2019-01-08,73.78,165.61,14.97,62.35,44.33,20.56,0.92,15.09,27.73,4.47,39.4,14.59,151
Hyderabad,2019-09-03,12.92,25.24,4.15,12.69,8.44,24.34,0.36,11.3,12.22,0.21,0.89,0.04,38
Delhi,2017-11-25,185.31,268.09,45.12,76.48,88,47.81,1.74,17.95,48.1,5.3,15.24,0.1,347
